,사업장명,주소,위도,경도
675,워크앤런,서울 송파구 중대로 158 2층,37.49618372,127.124951
676,한국애견,서울 송파구 가락로 69,37.50013139,127.1038287
677,개코네 길동점,서울 강동구 양재대로124길 41,37.54279749,127.1445018
678,미밍코,서울 강동구 성안로 163 4층,37.53775913,127.1352721
679,개밥,서울 송파구 가락로 69,37.50013139,127.1038287
680,이츠독,서울 강동구 천중로 201,37.54108461,127.142564
681,강남펫스타일,서울 강남구 언주로79길 5 301호,37.54108461,127.142564
682,러브펫 토탈애완용품샵,서울 송파구 마천로 143,37.50461874,127.135506
683,퍼피야호,서울 송파구 삼학사로6길 17,37.49983063,127.0988989
684,명일 애견용품할인마트,서울 강동구 구천면로 440,37.54954732,127.1471959
685,마이펫 둔촌점,서울 강동구 양재대로 1355 1층 8호,37.52739525,127.1356161
686,펫가든 롯데마트송파점,서울 송파구 중대로 80,37.49176204,127.1178428
687,톰&제리,서울 강동구 명일로 106-8,37.52846687,127.1429037
688,장보는강아지와고양이 송파문정점,서울 송파구 새말로 125,37.48310534,127.1278868
689,펫스츄,서울 강동구 양재대로98길 52,37.53033374,127.1405004
690,도그버디명일,서울 강동구 양재대로138길 11 1층,37.54980764,127.1445558
691,러블리퍼피,서울 강동구 풍성로56길 10,37.52870008,127.1349083
692,도그버디 둔촌점,서울 강동구 양재대로 1367 1층,37.52830778,127.1359324
693,냥이네,서울 강동구 상암로41길 46 석정빌딩 201호,37.54814016,127.1412853
694,우츄츄,서울 송파구 송이로17길 41 1층,37.50094248,127.1242562
695,가온온라인유통,서울 강동구 천중로39길 55,37.54352795,127.1396146
696,오마이도기,서울 송파구 송이로26길 16-35,37.49330663,127.1221872
697,대한사료 강남,경기 하남시 동남로438번길 44-2,37.51344426,127.1448416
698,로캣디자인,서울 강동구 상암로49길 33 지층,37.54802411,127.1447812
699,바스펫,서울 강남구 강남대로136길 15 501호,37.49411114,127.0343164
700,애견왕국,경기 하남시 서하남로 9,37.51714962,127.1453628
701,스윗도그,서울 강남구 압구정로 108 108호,37.56782502,127.0250536
702,탐앤드폴,서울 강남구 삼성로 40 소망빌딩 지하1층,37.48894386,127.0666082
703,트망트망,서울 강동구 동남로49길 60-11 1층,37.53321336,127.1465639
704,펫오피스,"서울 송파구 송파대로 260 제일오피스텔 16층 1616, 1617호",37.49313901,127.1188648
705,겟백,경기 하남시 서하남로 23 나동 3층,37.51704421,127.1467466
706,한국프로비던스 동물약품,서울 강남구 테헤란로4길 6 311호,37.57410092,127.0236677
707,바보펫,서울 송파구 정의로7길 13 힐스테이트에코송파,37.48528783,127.1151196
708,예그리나,서울 강동구 상암로 257 1층,37.54682547,127.151141
709,누나스,서울 송파구 법원로4길 10 힐스테이트에코문정 127호,37.48261579,127.1228264
710,수빈샵,서울 송파구 법원로 128 씨동 지 114 에스192호,37.48261579,127.1228264
711,마도로스키친,서울 송파구 송파대로 167,37.4846615,127.1209336
712,행복한강고모,서울 송파구 송파대로22길 24,37.48829531,127.1243587
713,멍멍이와야옹이,서울 송파구 오금로 484 삼우빌딩 1층,37.49364842,127.1426529
714,제이온펫트리밍,서울 송파구 새말로 62,37.48083429,127.1212768
715,야옹아멍멍해봐 송파위례점,서울 송파구 거여동 산 37 B동,37.48776125,127.1430955
716,에스에스오티코리아,서울 송파구 법원로 128 SK V1 메트로시티 C동 1408호,37.48684563,127.12049
717,레드펫,서울 송파구 충민로 181,37.48600974,127.133433
718,야옹멍멍,경기 하남시 서하남로95번길 37 1층,37.51555427,127.1563253
719,애견용품할인마트,서울 송파구 마천로41길 22,37.49689463,127.1499473
720,펫앤미,서울 송파구 충민로 5 송파한화오벨리스크 C동 205호,37.48012994,127.1196368
721,몰리스펫샵 가든5점,서울 송파구 충민로 10 1층,37.47861732,127.1191067
722,네발라이프,서울 송파구 새말로 62 송파푸르지오시티 상가 1층 148호,37.48083429,127.1212768
723,톰앤스누피,서울 송파구 새말로 62 송파푸르지오시티 1층 129호,37.48083429,127.1212768
724,맥앤우피,서울 송파구 새말로 62,37.48083429,127.1212768
725,씨유펫 송파거여점,서울 송파구 성내천로 134 1층,37.49898404,127.143217
726,비글C&M,서울 송파구 법원로 92 403호,37.54073091,126.9958483
727,식탐창고,서울 송파구 송이로31길 4-11,37.48803873,127.132459
728,씨유펫 구리교문점,경기 구리시 장자대로13번길 61,37.59048112,127.1326908
729,멍멍키친 야옹키친,서울 송파구 새말로17길 6 2층,37.48601862,127.1313777
730,마그네틱플랜,서울 송파구 충민로 5 송파한화오벨리스크 D-1017,37.48012994,127.1196368
731,펫클럽 상일점,서울 강동구 천호대로 1459,37.54601649,127.1703168
732,애완용품 전문점,서울 송파구 마천로45길 37,37.4989879,127.1515333
733,제이에스코리아,경기 하남시 감초로200번길 79-26,37.53015451,127.1686077
734,애견시대,서울 송파구 새말로 183,37.4864537,127.132519
735,퍼플빈,서울 송파구 충민로 66 가든파이브 테크노관 T-7125,37.47761484,127.1249618
736,레드펫,서울 강동구 천호대로 1459,37.54601649,127.1703168
737,애견용품할인점,경기 구리시 이문안로 105,37.59182973,127.1432447
738,커먼독,서울 서초구 논현로1길 21,37.47172074,127.050338
739,강아지와사람들,서울 강남구 양재대로 339,37.4723696,127.0517062
740,꼬랑지,서울 송파구 마천로57길 22-1,37.49537351,127.1536277
741,와이엘홀딩스,서울 강남구 선릉로 659 301호,37.62232368,127.0796462
742,장보는강아지와고양이 하계점,서울 노원구 한글비석로 127 1층,37.639458,127.0755232
743,바스펫,서울 강남구 강남대로136길 15 501호,37.51679333,127.0617625
744,뭉투샵,서울 노원구 공릉로58나길 20-5 1층,37.63663388,127.0739396
745,플러쉬퍼피코리아,서울 강남구 테헤란로88길 10 805호,37.50424935,127.0217889
746,댕댕아카데미,서울 노원구 동일로207길 50 북부여성창업보육센터 209호,37.64282684,127.0612846
747,개편한세상,서울 도봉구 삼양로 628,37.65910078,127.0141431
748,아따네베이커리수제간식,서울 도봉구 해등로 190 상가 147호,37.65821667,127.0357594
749,푼푼하개,서울 도봉구 도봉로141길 55 1층,37.66159444,127.0389221
750,펫쌤 방학점,서울 도봉구 도당로 61,37.66365227,127.0346118
751,쓸모연구소,서울 도봉구 도봉로143길 36,37.66188036,127.0401561
752,아이엠독,서울 노원구 동일로 1363 명지프라자 2층,37.65044033,127.0612805
753,펫클럽 창동점,서울 도봉구 마들로11길 20 농협하나로클럽,37.65511059,127.0508313
754,애완용품 할인마트,서울 도봉구 도당로 61,37.66365227,127.0346118
755,펫델,서울 도봉구 방학로 203 1층 107호,37.66175904,127.0296483
756,뽀뽀펫,서울 도봉구 방학로 131,37.66253324,127.0378816
757,도그빠,서울 노원구 덕릉로 459-14 미도상가 2층 206호,37.64579056,127.0603607
758,펫모아,서울 도봉구 도당로17길 4,37.66678123,127.0382785
759,애완용품할인매장,서울 도봉구 도봉로153길 13,37.66981008,127.042693
760,모어라이크,서울 노원구 노원로 547 1층 4호,37.66098457,127.0579838
761,스타일멍멍 도봉점,서울 도봉구 방학동 718-6,37.66838006,127.0448251
762,캣앤독,서울 도봉구 도봉로154길 18,37.67111706,127.0450583
763,앤고양이병원,서울 노원구 노원로 408,37.65312889,127.0681305
764,애견용품할인매장,서울 도봉구 도봉로169나길 92,37.67559446,127.0434224
765,폴리파크 상계점,서울 노원구 동일로 1598,37.67105614,127.0563999
766,에이미펫,서울 노원구 한글비석로47길 67,37.66109528,127.0667251
767,다니맘,서울 노원구 한글비석로23길 26,37.65969337,127.0710165
768,태강이네 멍멍마켓,서울 노원구 노원로30길 58-3 1층,37.65531037,127.0702439
769,나는펫 상계점,서울 노원구 상계로12길 56,37.6558105,127.0701066
770,와이타운,서울 노원구 상계로26길 13 201호,37.65808001,127.0709677
771,펫클럽 상계점,서울 노원구 상계로 182 상계역 410-08호,37.66090389,127.0735754
772,도봉동물약품,서울 도봉구 도봉산4길 27-15,37.68853789,127.0414779
773,지연이네 강아지수제간식,서울 도봉구 도봉동 83-1,37.59296999,127.0574352
774,봄봄펫,서울 노원구 덕릉로83길 14-7 2층 201호,37.66032062,127.0746748
775,개껌무는가게,서울 노원구 덕릉로119가길 35,37.67001523,127.0798245
776,엘.로이펫(L.ROY pet),서울 노원구 동일로236길 33,37.67398032,127.0574136
777,블랑쉬,서울 노원구 한글비석로 396 상계벽산아파트 복합상가 108동 238호,37.66230302,127.0735817
778,포포네 간식,서울 노원구 한글비석로 332,37.65710729,127.0779928
779,우아케이크,서울 노원구 동일로243길 29 1층,37.6784299,127.0533761
780,펫클럽 장암점,경기 의정부시 동일로 199 1층 102호,37.70677796,127.0572081
781,펫클럽 갈매점,경기 구리시 산마루로 6 갈매중심타워오피스텔 117호,37.63170914,127.1151452
782,펫플렉스,경기 의정부시 평화로 171-1,37.70719518,127.0479608
783,지연이네 강아지수제간식,서울 도봉구 도봉동 83-1,37.66188036,127.0401561
784,장보는강아지와고양이 별내점,경기 남양주시 두물로27번길 15 101호,37.65710177,127.1267979
785,야옹아 멍멍해봐 남양주 별내점,경기 남양주시 별내중앙로 84,37.65020177,127.1206269
786,펫마트 애완용품할인마트 호원점,경기 의정부시 신흥로 158,37.73025093,127.0439378
787,펫클럽 장암2호점,경기 의정부시 회룡로 178 발곡프라자 1층 108호,37.72638805,127.0534565
788,꼬비언니,경기 남양주시 덕송2로 70-7 602호,37.66800779,127.1184778
789,펫츠야,경기 남양주시 두물로11번길 40-19 풍전프라자 1층,37.65757255,127.1255211
790,댕댕블리,경기 남양주시 별내동 830-4,37.66680293,127.1159165
791,듀펫러브도그 호원점,경기 의정부시 평화로 399-8 상가 1층 103호,37.7278705,127.0477965
792,봉구의간식 별래점,경기 남양주시 별내중앙로 53,37.6470531,127.1235001
793,해피몽애견샵,경기 의정부시 신곡로 57,37.73179792,127.0563739
794,피마트,경기 남양주시 두물로39번길 57 1층,37.65839364,127.1291711
795,럭키펫,경기 구리시 금강로 110,37.64145941,127.1231828
796,마시꾸멍,경기 구리시 갈매중앙로55번길 10,37.62982683,127.1154894
797,더블콤마,경기 남양주시 두물로39번길 52,37.65898466,127.1288604
798,꼬모프랑쉬,경기 남양주시 두물로39번길 30-7,37.65860385,127.1284191
799,빙아이스크림&애견용품,경기 의정부시 경의로55번길 16 1층,37.73379418,127.0416858
800,펫클럽 별내점,경기 남양주시 별내면 송산로 641-1,37.69678114,127.1261217
801,이쁘당개,경기 구리시 갈매중앙로 70,37.63053607,127.1171414
802,코쿠모노,경기 구리시 갈매순환로204번길 26-14 101호,37.63724239,127.1226224
803,베이지앤브라운,경기 남양주시 두물로39번길 46 1층 101호,37.65912435,127.1286664
804,펫스타 별내,경기 남양주시 별내중앙로 10 아이플레이스 243호,37.64484653,127.127292
805,영양한스푼,경기 구리시 갈매순환로204번길 8-58,37.6374153,127.1240808
806,춘자키친,경기 의정부시 태평로63번길 23 1층,37.73838136,127.0502851
807,도그버디 의정부제일점,경기 의정부시 태평로73번길 20,37.74012663,127.0500679
808,바버펫,경기 의정부시 시민로 228-1,37.73561724,127.0601533
809,바램과믿음,경기 구리시 갈매순환로126번길 49 101호,37.62993362,127.1221739
810,더블컴퍼니,경기 남양주시 별내동 33 4층,37.65619968,127.1331258
811,듀펫러브도그 의정부지하상가점,경기 의정부시 시민로 지하 100 의정부지하상가 서부 나열 217호,37.73924561,127.0475838
812,멈뭄베이크,경기 의정부시 신흥로274번길 17 1층,37.74051988,127.0442529
813,지연이네 강아지수제간식,서울 도봉구 도봉동 83-1,37.66175904,127.0296483
814,장보는강아지와고양이 구리본점,경기 구리시 동구릉로 434,37.63615712,127.1406679
815,봉스왈왈,경기 남양주시 퇴계원읍 퇴계원로 65,37.65250266,127.1424743
816,펫글로비즈,경기 구리시 동구릉로395번길 87,37.63429283,127.1380433
817,반하개,경기 남양주시 퇴계원읍 퇴계원로 69 1층,37.65290302,127.1427314
818,페그너티,경기 남양주시 퇴계원읍 퇴계원로 102-2,37.65545412,127.1448992
819,아이앤지펫케어,경기 구리시 동구릉로460번길 14,37.63857607,127.1403742
820,아마존 애견용품할인마트,경기 구리시 경춘로 128,37.60064391,127.1294675
821,애완용품할인매장,경기 구리시 동구릉로53번길 4 112호,37.60538038,127.1336233
822,구름펫,경기 구리시 동구릉로53번길 67,37.60763365,127.131871
823,DC클럽,경기 구리시 동구릉로 70,37.60628041,127.1346245
824,펫클럽 수택점,경기 구리시 경춘로 188 113호,37.60030498,127.1363318
825,도그버디 구리점,경기 구리시 안골로57번길 36-6,37.59881844,127.1371855
826,메토요,경기 구리시 동구릉로136번길 33 2층 201호,37.61131431,127.1399825
827,마이펫하우스,경기 구리시 건원대로 56 삼보아파트 종합상가 106호,37.60780939,127.1404976
828,쩡쓰퍼피,경기 구리시 검배로15번길 18,37.59928519,127.142995
829,지니펫,경기 구리시 벌말로 163,37.59118405,127.1493733
830,도그컷,경기 남양주시 미금로 43,37.60873462,127.1519127
831,오구오구내새끼,경기 남양주시 다산중앙로20번길 10-34 1층,37.61439514,127.1564147
832,견생냥품 무인24시 남양주다산역점,경기 남양주시 다산중앙로123번길 11,37.62362153,127.1522032
833,펫클럽 진건점,경기 남양주시 진건읍 진관로363번길 103,37.64116629,127.1549293
834,포독스,경기 남양주시 다산순환로 397-84 1층 101호,37.62073704,127.1598208
835,지미니몰,경기 구리시 수택천로16번길 78,37.5962463,127.1483468
836,도그니티,경기 남양주시 다산중앙로123번길 22-26,37.62486975,127.1524235
837,주니박스펫스토어,경기 남양주시 다산중앙로171번길 32 120호-1,37.62876956,127.1488332
838,댕댕아밥먹자,경기 남양주시 도농로 24 부영애시앙 사랑관 1층 54호,37.60820447,127.1577538
839,펫클럽 수석점,경기 남양주시 강변북로 656-1,37.58863547,127.1705469
840,도도,경기 남양주시 진건읍 진관로303번길 77,37.6355508,127.1561081
841,아마레펫,경기 남양주시 다산지금로123번길 19,37.60313574,127.1769074
842,대한사료,경기 남양주시 경춘로 651,37.61833825,127.1817998
843,펫플러스,서울 강동구 구천면로 192 3416호,37.54802411,127.1447812
844,라피아컴퍼니,서울 강동구 성안로7길 49 201호,37.54352795,127.1396146
845,펫플러스,서울 강동구 구천면로 192 3416호,37.54591313,127.1238995
846,펫라밸,서울 송파구 석촌호수로 188 104호,37.51555427,127.1563253
847,반려동물생활연구소 잠실본점,"서울 송파구 올림픽로12길 45 1,2층",37.50900737,127.0843702
848,장보는강아지와고양이 위례점,경기 하남시 위례대로 190 1층 118호,37.4785918,127.1482712
849,기프트펫,서울 송파구 위례광장로 136 위례아이파크 상가C동 113호,37.4771944,127.1422812
850,리프패럿,"경기 하남시 미사강변대로 76 미사베스트프라자 2층 203,204호",37.55663947,127.187643
851,수빈샵,서울 송파구 법원로 128 씨동 지 114 에스192호,37.53644261,127.0628569
852,멍식당,경기 하남시 미사강변대로 62 바토프라자 111호,37.55541397,127.1871105
853,레몬펫,경기 하남시 조정대로 45 미사센텀비즈 F1042호,37.55068518,127.1844759
854,비글C&M,서울 송파구 법원로 92 403호,37.52525477,127.0472324
855,장보는강아지와고양이 하남점,경기 하남시 덕풍로65번길 2,37.55117607,127.2058806
856,하나무,경기 하남시 미사강변대로 84 미사탑프라자 건물 뒷편 1층 102호,37.5574071,127.1879983
857,페페,경기 하남시 미사강변서로 25 F동 8층 844호,37.55265997,127.1828084
858,위대한컴퍼니,경기 하남시 조정대로 45,37.55068518,127.1844759
859,씨유펫 위례점,경기 성남시 수정구 위례광장로 104 위례한화오벨리스크센트럴스퀘어 1층 1012호,37.47305134,127.1412629
860,베프 본점,경기 성남시 수정구 위례광장로 310 우성트램타워 A동 113호,37.47270892,127.142939
861,닥터루디,경기 하남시 미사강변서로 16,37.55181303,127.18449
862,아띠지기,경기 하남시 조정대로 35 미사하우스디엘타워 608호,37.55031248,127.1833502
863,아무도없개 위례점,경기 성남시 수정구 위례광장로 70 상가동 1층 122호,37.47073283,127.1412171
864,리틀프렌즈,경기 하남시 풍산동 490-2 F동 230호,37.55176224,127.1844756
865,플러쉬퍼피코리아,서울 강남구 테헤란로88길 10 805호,37.53785143,127.0542785
866,씨유펫 하남 미사점,경기 하남시 미사강변중앙로 161,37.56109452,127.1906939
867,장보는강아지와고양이 하남신장점,경기 하남시 신장동로 41 1층,37.54346079,127.2121674
868,다우리,경기 성남시 수정구 위례서일로1길 22-6,37.46742516,127.1383719
869,도그클럽,경기 하남시 덕풍공원로 43,37.53943173,127.1978834
870,수수,경기 하남시 조정대로 150 아이테코 3층 364호,37.5535257,127.1946694
871,수쌀롱,경기 성남시 수정구 위례서일로1길 22-6 1층 101호,37.46742516,127.1383719
872,아로펫,경기 하남시 하남대로887번길 25,37.54363036,127.2006712
873,페페,경기 하남시 고골로 199-17,37.50825982,127.1959211
874,도기스쿨,경기 하남시 하남대로861번안길 16,37.54269901,127.2009293
875,퍼피하우스,경기 하남시 신장로 164,37.54038358,127.2011677
876,어바웃도그,경기 성남시 수정구 위례순환로4길 9 1층,37.46930489,127.1483645
877,도담퍼피,경기 하남시 덕풍공원로87번길 20,37.53748419,127.201046
878,호야펫,경기 하남시 미사강변한강로158번길 48,37.57514999,127.1900451
879,그룸앤먼치,경기 성남시 수정구 위례광장로 12 위례역푸르지오6단지 상가 115호,37.46676779,127.1421594
880,와이엘홀딩스,서울 강남구 선릉로 659 301호,37.57178489,127.0562164
881,동부유통애견용품,경기 하남시 대성로 323,37.53631298,127.2077626
882,캣독캣독,경기 성남시 수정구 복정로106번길 5-4,37.46274582,127.1276728
883,서현사료,경기 하남시 신장로 70,37.53579491,127.2097489
884,리베댕,경기 성남시 수정구 창곡동 564 위례역푸르지오5단지 5A-113호,37.46654985,127.1410226
885,펫클럽 하남점,경기 하남시 미사대로 570 2층,37.55590251,127.2081476
886,도도한독스 하남미사강변점,경기 하남시 망월동 400-3,37.55590251,127.2081476
887,우리동물약품,경기 하남시 신장로 70,37.53579491,127.2097489
888,개이득 성남위례점,경기 성남시 수정구 위례서일로 26 라크리움 지하 B111호,37.46473826,127.1386734
889,강남펫스타일,서울 강남구 언주로79길 5 301호,37.46473826,127.1386734
890,애견용품,경기 성남시 수정구 복정로118번길 15-1,37.46378549,127.1285146
891,강남애니펫샵,경기 하남시 신평로 168,37.54714391,127.2114516
892,동부유통,경기 하남시 하남대로 798,37.54092122,127.2090927
893,삼팔오도씨,경기 하남시 신장1로34번길 52 101호,37.53729173,127.2125225
894,반려동물생활연구소 잠실본점,"서울 송파구 올림픽로12길 45 1,2층",37.51034564,127.1081353
895,펫라밸,서울 송파구 석촌호수로 188 104호,37.5036311,127.0877991
896,수빈샵,서울 송파구 법원로 128 씨동 지 114 에스192호,37.51375196,127.1044469
897,비글C&M,서울 송파구 법원로 92 403호,37.49313901,127.1188648
898,라피아컴퍼니,서울 강동구 성안로7길 49 201호,37.53127465,127.1379838
899,펫플러스,서울 강동구 구천면로 192 3416호,37.52846687,127.1429037
900,플러쉬퍼피코리아,서울 강남구 테헤란로88길 10 805호,37.4785918,127.1482712
901,강남펫스타일,서울 강남구 언주로79길 5 301호,37.54980764,127.1445558
902,와이엘홀딩스,서울 강남구 선릉로 659 301호,37.55414673,127.0750078
903,벨벳케어,서울 서초구 샘마을길 3-4,37.45770985,127.0708633
904,댕청미,경기 성남시 수정구 복정로20번길 22 1층,37.45526707,127.1295727
905,디디테이블,서울 서초구 동산로16길 10 1층,37.47191465,127.0470302
906,한국프로비던스 동물약품,서울 강남구 테헤란로4길 6 311호,37.50874658,127.0260601
907,집에가야돼,경기 성남시 수정구 성남대로1390번길 10 지하1층,37.45396281,127.1277914
908,바스펫,서울 강남구 강남대로136길 15 501호,37.58070281,127.0923521
909,펫클럽 양재점,서울 서초구 청계산로 10 농협하나로클럽,37.4632288,127.0435302
910,스윗도그,서울 강남구 압구정로 108 108호,37.4632288,127.0435302
911,강남펫스타일,서울 강남구 언주로79길 5 301호,37.50774069,127.0268964
912,와이엘홀딩스,서울 강남구 선릉로 659 301호,37.53360328,127.0283258
913,한국프로비던스 동물약품,서울 강남구 테헤란로4길 6 311호,37.50861513,127.0597651
914,바스펫,서울 강남구 강남대로136길 15 501호,37.50861513,127.0597651
915,스윗도그,서울 강남구 압구정로 108 108호,37.4723696,127.0517062
916,플러쉬퍼피코리아,서울 강남구 테헤란로88길 10 805호,37.4723696,127.0517062
917,반려동물생활연구소 잠실본점,"서울 송파구 올림픽로12길 45 1,2층",37.50345513,127.0840862
918,펫라밸,서울 송파구 석촌호수로 188 104호,37.50424935,127.0217889
919,퍼리굿,서울 서초구 매헌로 31-3 백림빌딩 501호,37.4636301,127.0345814
920,오구오구,서울 서초구 양재대로2길 8 1층 109호,37.45972494,127.0244643
921,수빈샵,서울 송파구 법원로 128 씨동 지 114 에스192호,37.53221554,127.0091589
922,펫트코리아,경기 성남시 수정구 적푸리로 30,37.43375954,127.0841856
923,비글C&M,서울 송파구 법원로 92 403호,37.54820923,127.0548744
924,라피아컴퍼니,서울 강동구 성안로7길 49 201호,37.54664371,127.0194815
925,빛돌커뮤니케이션,경기 과천시 양지마을로 23,37.44944406,126.9964026
926,펫플러스,서울 강동구 구천면로 192 3416호,37.46654985,127.1410226
927,한국프로비던스 동물약품,서울 강남구 테헤란로4길 6 311호,37.47921186,127.0498447
928,강남펫스타일,서울 강남구 언주로79길 5 301호,37.49806958,127.0523705
929,바스펫,서울 강남구 강남대로136길 15 501호,37.51208293,127.0434517
930,플러쉬퍼피코리아,서울 강남구 테헤란로88길 10 805호,37.51468645,127.0291413
931,와이엘홀딩스,서울 강남구 선릉로 659 301호,37.51468645,127.0291413
932,반려동물생활연구소 잠실본점,"서울 송파구 올림픽로12길 45 1,2층",37.51679333,127.0617625
933,스윗도그,서울 강남구 압구정로 108 108호,37.52593808,127.0374727
934,펫라밸,서울 송파구 석촌호수로 188 104호,37.53376476,127.0672417
935,수빈샵,서울 송파구 법원로 128 씨동 지 114 에스192호,37.48083429,127.1212768
936,비글C&M,서울 송파구 법원로 92 403호,37.48684563,127.12049
937,펫클럽 신림점,서울 관악구 남부순환로 1552 1층,37.4831237,126.9230078
938,펫하우스할인매장,서울 관악구 신림로 153,37.47270434,126.9329167
939,강사모 애완용품도매아울렛,서울 관악구 문성로 226,37.4791812,126.9288225
940,수족관 애완용품할인매장,서울 관악구 난곡로 244,37.4759007,126.9165398
941,프란다스의개,서울 관악구 호암로 581,37.46936493,126.9326027
942,강아지본부 신대방점,서울 관악구 신사로 112,37.48766314,126.9147142
943,수니앤도그,서울 관악구 법원단지21길 1,37.47492698,126.9226349
944,러브스카이,서울 관악구 남부순환로161가길 17,37.48496179,126.9178402
945,댄스로우,서울 관악구 난곡로59길 5 지하1층,37.48001536,126.9139396
946,모찌,서울 관악구 대학길 96 1층,37.46644869,126.9374709
947,헬로독하이캣,서울 관악구 신림로 108,37.4711305,126.937598
948,미즈미스터펫,서울 관악구 조원로 128 지하,37.48510638,126.9166442
949,애견용품도매위드독,서울 관악구 난곡로24가길 5,37.46980591,126.9209992
950,펫아이돌,서울 관악구 난곡로9길 24 102호,37.46427919,126.9179541
951,우리애견,서울 관악구 남부순환로 1538,37.48284737,126.9215088
952,올프로무역,서울 관악구 문성로 226,37.4791812,126.9288225
953,메이드바이핸드,서울 동작구 노량진1동 215-30,37.49599171,126.9837229
954,펫마트 시흥점,서울 금천구 시흥대로 272 1층,37.45792046,126.8997054
955,해피팡팡,서울 금천구 시흥대로 343,37.4642459,126.8971617
956,도기랑냥이랑 독산점,서울 금천구 독산로 221,37.46677423,126.9015068
957,윙크펫,서울 금천구 독산로 143-1 1층,37.46019183,126.9046169
958,파트너펫,서울 금천구 독산로 61,37.45288483,126.9058855
959,도그코리아,서울 구로구 디지털로32길 30,37.48338954,126.8965199
960,블라썸독,서울 금천구 벚꽃로 30 금천롯데캐슬골드파크 2차 142호,37.45822291,126.8937104
961,도깨비펫 구로본점,서울 구로구 구로동로26길 115,37.49013219,126.8904785
962,펫츠비,서울 금천구 벚꽃로 298 대륭포스트타워6차,37.48144017,126.8838717
963,오야오야,서울 금천구 벚꽃로 30 롯데캐슬골드파크2차상가 131호,37.45822291,126.8937104
964,꼬누꼬삐아,서울 구로구 디지털로32가길 18 HK타워 903호,37.48269113,126.8984477
965,몽하우스,서울 금천구 시흥대로 78,37.44093894,126.9037858
966,도그앤캣용품점,서울 구로구 구로동로18길 13,37.48817523,126.8854641
967,멍이냥이얌얌,서울 금천구 벚꽃로 30 롯데캐슬 골드파크 2차 205동 209호,37.45822291,126.8937104
968,미밍코 마리오아울렛점,서울 금천구 디지털로9길 23 1층,37.47872057,126.8864768
969,슈퍼패드,서울 구로구 디지털로27길 36 B01호,37.48374217,126.8925563
970,포켄스코리아,서울 금천구 가산디지털1로 142 가산 더스카이밸리1차 412호,37.47840471,126.8833586
971,씨유펫 독산점,서울 금천구 시흥대로 475 1층 102호,37.47611063,126.8982576
972,단추말이,경기 광명시 신촌북로 19 2층,37.45083546,126.8918665
973,아이넷글로벌,서울 금천구 디지털로9길 47 304-2호,37.53746075,126.959374
974,왈츠컴퍼니,서울 금천구 가산디지털1로 45 1201-3호,37.50762897,127.0091866
975,반하츠,경기 광명시 신촌로15번길 29,37.44963906,126.8890142
976,슬기로운펫생활,서울 금천구 시흥대로 165,37.44790332,126.9007227
977,독독독 광명본점,경기 광명시 오리로 643,37.45861986,126.8774787
978,바우미우,서울 금천구 가산디지털1로 88 IT프리미어타워 8층 802호,37.47388666,126.8854564
979,펫펄스,서울 금천구 가산디지털1로 131,37.47704782,126.8822155
980,릴라러브스잇,서울 금천구 가산디지털1로 205 KCC웰츠밸리 703호,37.48393878,126.8795739
981,댕댕공방,경기 광명시 안현로 19 1층,37.46452696,126.8745306
982,캣글루,서울 금천구 가산디지털2로 108 뉴T캐슬 303호,37.47789556,126.8806648
983,한스애견용품,서울 금천구 시흥대로 46 1동 207호,37.43777673,126.9037818
984,털연구소,서울 금천구 가산디지털2로 169-37 B동 706호,37.48171957,126.8755485
985,도그에몽,경기 광명시 광덕산로 5,37.4703881,126.8691914
986,우미펫,경기 광명시 오리로 643,37.45861986,126.8774787
987,한국프로비던스 동물약품,서울 강남구 테헤란로4길 6 311호,37.52856503,126.8961119
988,킹스펫,경기 광명시 도덕공원로 69-1,37.47488203,126.8641302
989,이레펫 광명소하본점,경기 광명시 기아로 6,37.43635942,126.8803802
990,멍멍닷컴,경기 광명시 기아로13번길 13-1 지하1층,37.43770828,126.88095
991,멍박사 광명점,경기 광명시 오리로 897,37.47658775,126.8629014
992,스윗도그,서울 강남구 압구정로 108 108호,37.4959614,127.0368673
993,메이드바이핸드,서울 동작구 노량진1동 215-30,37.47949473,126.979248
994,도그버디 고척점,서울 구로구 고척로32길 3,37.50245091,126.8492413
995,강아지고양이편의점 개봉점,서울 구로구 개봉로 17 성림빌딩,37.48717436,126.8561108
996,메이드바이핸드,서울 동작구 노량진1동 215-30,37.53632967,126.9608121
997,애완용품왕도소매,서울 구로구 서해안로28길 8,37.49288636,126.8428651
998,라니펫,서울 서대문구 남가좌동 277-2,37.53442461,126.8354771
999,우리강아지,서울 구로구 고척로21나길 42,37.50243191,126.8433588
1000,폴리파크 광명사거리점,경기 광명시 오리로 970 크로앙스 B층 1127~1132호,37.47946062,126.8556443
1001,개밥그릇 개봉3동점,서울 구로구 개봉로3길 18,37.48645077,126.855309
1002,아이넷글로벌,서울 금천구 디지털로9길 47 304-2호,37.48645077,126.855309
1003,개밥그릇 4동점,경기 광명시 오리로949번길 11,37.47747802,126.8571083
1004,빙고네애견용품,경기 광명시 광명로 877,37.4779125,126.8531511
1005,이뻐해줄개,경기 광명시 새터로 108-2,37.4767914,126.8579644
1006,왈츠컴퍼니,서울 금천구 가산디지털1로 45 1201-3호,37.4831187,126.941641
