,name,lat,lng,address,type
89,강아지,37.55176429999999,127.0108665,서울특별시 중구 신당동 372-434번지 ,동물판매업
90,애니컴 메디컬센터,37.5520315,127.0080279,서울특별시 중구 신당동 353-130번지 ,동물판매업
91,웰펫동물병원,37.5542127,127.0114373,서울특별시 중구 신당동 373-64번지 ,동물판매업
92,강아지 마법사 골드맘,37.5618404,127.0174216,서울특별시 중구 신당동 282-33,동물판매업
93,24시스마트동물병원(신사본점),37.5206602,127.0299781,서울특별시 강남구 신사동 587-13 1층,동물판매업
94,쿨독앤핫독,37.530881,126.9698887,서울특별시 용산구 한강로2가 116-4번지 ,동물판매업
95,펫토이동물병원,37.533485,127.0016784,서울특별시 용산구 한남동 653-26번지 ,동물판매업
96,원효동물병원,37.5363716,126.9631107,서울특별시 용산구 원효로2가 30-4번지 송원빌딩 ,동물판매업
97,차오름동물병원,37.5342324,126.9510943,서울특별시 용산구 산천동 93-1번지 ,동물판매업
98,21세기동물병원,37.5303169,126.9713045,서울특별시 용산구 보광동 259-1번지 용호빌딩 2층 ,동물판매업
99,달래동물의료센터,37.5354864,127.0065643,서울특별시 용산구 한남동 707-36번지 한남프라자 2층 ,동물판매업
100,달래동물의료센터,37.5354864,127.0065643,서울특별시 용산구 한남동 707-36번지 한남프라자 2층 ,동물판매업
101,민트동물병원,37.5339827,126.9503898,서울특별시 용산구 산천동 202번지 삼성테마트 119호,동물판매업
102,민트동물병원,37.5339827,126.9503898,서울특별시 용산구 산천동 202번지 삼성테마트 119호,동물판매업
103,라온동물병원,37.5396116,126.9895367,서울특별시 용산구 이태원동 225-93번지 ,동물판매업
104,라온동물병원,37.5396116,126.9895367,서울특별시 용산구 이태원동 225-93번지 ,동물판매업
105,남산동물병원,37.5503877,126.9770488,서울특별시 용산구 후암동 63-1번지 ,동물판매업
106,남산동물병원,37.5503877,126.9770488,서울특별시 용산구 후암동 63-1번지 ,동물판매업
107,메이펫케어,37.5335857,127.0035688,서울특별시 용산구 한남동 657-121번지 1층 ,동물판매업
108,메이펫케어,37.5335857,127.0035688,서울특별시 용산구 한남동 657-121번지 1층 ,동물판매업
109,반려동물 이동서비스,37.6546227,127.0177732,서울특별시 도봉구 쌍문동 480-8 비젼팰리스,동물판매업
110,별개,37.5225727,126.8325717,서울특별시 양천구 신월동 933-3번지,동물판매업
111,멍멍?,37.529217,127.0004313,서울특별시 용산구 보광동 265-126번지 1층 ,동물판매업
112,아프리카동물병원,37.5486759,126.9779145,서울특별시 용산구 후암동 244-11번지 현석빌딩 1층 ,동물판매업
113,우쭈쭈,37.5330625,126.9939313,서울특별시 용산구 이태원동 130-27번지 2층 ,동물판매업
114,우쭈쭈,37.5330625,126.9939313,서울특별시 용산구 이태원동 130-27번지 2층 ,동물판매업
115,바다동물병원,37.5239187,126.9718594,서울특별시 용산구 용산동5가 24번지 파크타워 103동 B21호,동물판매업
116,바다동물병원,37.5239187,126.9718594,서울특별시 용산구 용산동5가 24번지 파크타워 103동 B21호,동물판매업
117,효창동물병원,37.53928320000001,126.9618569,서울특별시 용산구 효창동 70-11번지 ,동물판매업
118,(주)아이싸이랩,37.47623979999999,126.9530023,서울특별시 관악구 봉천동 1596-6 평창빌딩 101호,동물판매업
119,청화동물병원,37.5310395,126.9958021,서울특별시 용산구 이태원동 21-1번지 태광빌딩 ,동물판매업
120,프랑소와펫,37.5186517,126.9738602,서울특별시 용산구 이촌동 300-23번지 한강맨션 21동 104호,동물판매업
121,타다펫,37.5267607,127.0011593,서울특별시 용산구 보광동 78-4번지 ,동물판매업
122,소월집,37.5410809,126.9927701,서울특별시 용산구 이태원동 258-228번지 지상1층 ,동물판매업
123,펫그라운드_해방촌,37.5433963,126.987477,서울특별시 용산구 용산동2가 27-3번지 지하1층 ,동물판매업
124,펫그라운드_해방촌,37.5433963,126.987477,서울특별시 용산구 용산동2가 27-3번지 지하1층 ,동물판매업
125,원스동물병원,37.5449499,126.9694824,서울특별시 용산구 청파동2가 90-20번지 지상1층 ,동물판매업
126,박대희 펫택시,37.6110011,127.0642222,서울특별시 성북구 석관동 124-25,동물판매업
127,워너비동물병원 용산점,37.5249286,126.9688327,서울특별시 용산구 한강로3가 63-389 용산시티파크1단지 101동 101호,동물판매업
128,원스동물병원,37.5449499,126.9694824,서울특별시 용산구 청파동2가 90-20번지 ,동물판매업
129,해피펫드라이버,37.5201486,126.9783688,서울특별시 용산구 이촌동 412번지 이촌아파트 104동 703호,동물판매업
130,꼬리살랑,37.5342733,126.9596974,서울특별시 용산구 원효로3가 49-7번지 2층 ,동물판매업
131,도기캠프,37.5391624,126.963598,서울특별시 용산구 효창동 13-2번지 용산 롯데캐슬 센터포레 B203B204호 ,동물판매업
132,도기캠프,37.5391624,126.963598,서울특별시 용산구 효창동 13-2번지 용산 롯데캐슬 센터포레 B203 B204호 ,동물판매업
133,꼬리살랑,37.5342733,126.9596974,서울특별시 용산구 원효로3가 49-7번지 2층 ,동물판매업
134,이예슬펫택시,37.5333998,126.9673882,서울특별시 용산구 한강로2가 2-185번지 용산아이피아대주피오레 1202호,동물판매업
135,유임정펫택시,37.5185268,126.9806796,서울특별시 용산구 이촌동 301-160번지 현대아파트 22동 1204호,동물판매업
136,트리밍807,37.5408899,127.0060675,서울특별시 용산구 한남동 829번지 나인원 한남 지하1층 ,동물판매업
137,엉클장동물병원,37.5382047,126.9672214,서울특별시 용산구 원효로1가 133-3번지 리첸시아 용산 A동 106호,동물판매업
138,좋아서하는동물병원,37.5382047,126.9672214,서울특별시 용산구 원효로1가 133-3번지 리첸시아 용산 B동 113114호 ,동물판매업
139,펫토이동물병원,37.533485,127.0016784,서울특별시 용산구 한남동 653-26번지 ,동물판매업
140,펫토이동믈병원,37.533485,127.0016784,서울특별시 용산구 한남동 653-26번지 ,동물판매업
141,24시 시유동물메디컬센터,37.5199656,126.9698589,서울특별시 용산구 이촌동 302-88번지 ,동물판매업
142,24시 시유동물메디컬센터,37.5199656,126.9698589,서울특별시 용산구 이촌동 302-88번지 ,동물판매업
143,베이동물병원,37.5186517,126.9738602,서울특별시 용산구 이촌동 300-23번지 한강맨션 11동 102호,동물판매업
144,베이동물병원,37.5186517,126.9738602,서울특별시 용산구 이촌동 300-23번지 한강맨션 11동 102호,동물판매업
145,(주)이상윤동물병원,37.5193472,126.9750134,서울특별시 용산구 이촌동 300-23번지 한강맨션 31동 105호,동물판매업
146,(주)이상윤동물병원,37.5193472,126.9750134,서울특별시 용산구 이촌동 300-23번지 한강맨션 31동 105호,동물판매업
147,이태원동물병원,37.5340548,126.9950167,서울특별시 용산구 이태원동 531번지 지하1층 ,동물판매업
148,이태원동물병원,37.534542,126.994596,서울특별시 용산구 이태원동 531번지 2층 ,동물판매업
149,펫동물병원,37.5395573,126.9610667,서울특별시 용산구 효창동 79-1번지 ,동물판매업
150,라온동물병원,37.5396116,126.9895367,서울특별시 용산구 이태원동 225-93번지 1층 ,동물판매업
151,목욕하는 고양이,37.5260591,126.9974715,서울특별시 용산구 보광동 386-1번지 ,동물판매업
152,요키랑말티랑,37.5504106,126.9716955,서울특별시 용산구 동자동 43-28번지 ,동물판매업
153,목욕하는 고양이,37.5260591,126.9974715,서울특별시 용산구 보광동 386-1번지 지상1층 ,동물판매업
154,해방촌타이거,37.5445815,126.98342,서울특별시 용산구 용산동2가 5-1161번지 지상1층 ,동물판매업
155,펫츠 컴패니언,37.5371932,126.9606752,서울특별시 용산구 용문동 8-126번지 ,동물판매업
156,그린프레밀리,37.5288539,126.9640447,서울특별시 용산구 한강로3가 40-999번지 지하1층 ,동물판매업
157,오렌지애견,37.5240397,126.9593059,서울특별시 용산구 한강로3가 40-93번지 한진빌딩 ,동물판매업
158,보광동물병원,37.5265123,127.000774,서울특별시 용산구 보광동 80-11번지 1층 ,동물판매업
159,목욕하는고양이,37.5310969,127.0001364,서울특별시 용산구 보광동 265-651번지 ,동물판매업
