,번호,인증번호,농장명,농장소재지,인증품목,인증날짜,사육시설,사육규모(마리),자유방목
230,120,동물복지-14-03-3-5,서춘옥농장,전라북도익산시,육계,2017-09-05,"2동 3,316㎡",61570,X
231,119,동물복지-13-09-6-2,유하목장,충청남도부여군,젖소,2017-09-13,3동 760㎡,66,X
232,118,동물복지-13-09-6-1,성동목장,충청남도부여군,젖소,2017-09-13,"2동 4,356㎡",126,X
233,117,동물복지-17-20-1-1,로가닉파크 농장,경상남도합천군,산란계,2017-09-13,"2동 1,820㎡",10000,O
234,116,동물복지-15-04-1-3,행복한 농사꾼,전라남도나주시,산란계,2017-09-13,3동 770㎡,3000,O
235,115,동물복지-17-12-2-1,가야육종(주)가야유전자연구소,경상남도함안군,돼지,2017-09-12,"3동 1,661㎡",138,X
236,114,동물복지-14-03-3-4,소망농장,전라북도익산시,육계,2017-08-01,"3동 3,150㎡",54994,X
237,113,동물복지-13-12-3-1,대흥농장,충청남도홍성군,육계,2017-07-31,"2동 3,454.2㎡",61663,X
238,112,동물복지-15-10-3-2,하늘농장2,전라남도보성군,육계,2017-07-31,"2동 3,880.8㎡",73580,X
239,111,동물복지-15-10-3-1,하늘농장1,전라남도보성군,육계,2017-07-31,"3동 5,590.2㎡",106960,X
240,110,동물복지-12-07-1-1,달구네,충청북도영동군,산란계,2017-07-06,"6동 2,820㎡",12000,X
241,109,동물복지-14-05-1-5,농업회사법인(주)풍년농장,전라북도남원시,산란계,2018-05-03,"4동 8,438㎡",191200,X
242,108,동물복지-14-03-3-3,도촌2농장,전라북도익산시,육계,2017-07-11,"5동 5,973㎡",112883,X
243,107,동물복지-14-03-3-2,도촌농장,전라북도익산시,육계,2017-07-11,"2동 2,664㎡",43806,X
244,106,동물복지-14-03-3-1,무항농장,전라북도익산시,육계,2017-07-11,"3동 3,780㎡",67800,X
245,105,동물복지-16-12-1-1,털보네농장,경상북도의성군,산란계,2017-05-26,"2동 1,288㎡",10900,O
246,104,동물복지-16-07-1-2,상림농장,경상북도영천시,산란계,2017-05-26,"4동 1,494㎡",10000,X
247,103,동물복지-13-12-1-1,(주)에버그린 홍성지점,충청남도홍성군,산란계,2017-05-22,"4동 3,435.6㎡",20000,X
248,102,동물복지-18-02-6-1,청초밭영농조합법인,제주특별자치도서귀포시 표선,젖소,2017-05-26,"3동 3,829.15㎡",122,X
249,101,동물복지-13-03-6-2,송현목장,충청남도보령시,젖소,2017-05-26,"5동 4,150㎡",150,X
250,100,동물복지-14-08-3-4,태주농장,전라북도진안군,육계,2017-06-02,"2동 2,574.4.㎡",48720,X
251,99,동물복지-14-08-3-3,한울농장,전라북도진안군,육계,2017-06-02,"2동 3,532㎡",67000,X
252,98,동물복지-14-14-3-5,기충열농장,전라북도부안군,육계,2017-05-19,"3동 3,695㎡",70020,X
253,97,동물복지-14-08-3-2,아침이레농장,전라북도진안군,육계,2017-05-19,"2동 3,340.8㎡",63360,X
254,96,동물복지14-08-3-1,산내들농장,전라북도진안군,육계,2016-12-26,"4동 5,340㎡",101460,X
255,95,동물복지-14-14-3-4,김산농장,전라북도부안군,육계,2016-10-31,"4동 5,752㎡",109120,X
256,94,동물복지-16-07-1-1,신선농장,경상북도영천시,산란계,2016-11-10,1동 826㎡,4000,O
257,93,동물복지-11-11-1-1,해피700웰그린영농조합법인,강원도평창군,산란계,2016-11-10,"2동 1,122㎡",7900,X
258,92,동물복지-18-01-1-2,기성농장 Ⅱ,제주특별자치도제주시 한림읍,산란계,2016-11-08,"4동 1,650㎡",12000,X
259,91,동물복지-15-11-1-4,즐거운 농장,전라남도화순군,산란계,2016-11-08,4동 710㎡,4800,X
260,90,동물복지-14-05-3-1,경상농장,전라북도남원시,육계,2016-10-17,"2동 4,363.2㎡",82900,X
261,89,동물복지-10-30-6-1,송영신목장(2농장),경기도안성시,젖소,2016-09-20,"1동 1,490㎡",40,X
262,88,동물복지-10-30-6-1,송영신목장(1농장),경기도안성시,젖소,2016-09-20,"1동 2,700㎡",112,X
263,87,동물복지-14-11-3-2,열매농장,전라북도임실군,육계,2016-09-09,"3동 3,165.3㎡",60150,X
264,86,동물복지-14-14-3-3,금산농장,전라북도부안군,육계,2016-09-05,"4동 5,817.6㎡",108000,X
265,85,동물복지-10-30-2-1,민우농장,경기도안성시,돼지,2019-01-23,"6동 1,362㎡",1080,X
266,84,동물복지-17-11-1-1,의령농원,경상남도의령군,산란계,2016-08-30,"3동 3,096.9㎡",18000,X
267,83,동물복지-14-11-3-1,유연농장,전라북도임실군,육계,2016-08-02,"3동 3,676.9㎡",69864,X
268,82,동물복지-10-23-1-2,삼흥농장,경기도여주시,산란계,2016-07-19,3동 767.56㎡,5100,X
269,81,동물복지-14-12-1-2,황금축산영농조합법인,전라북도순창군,산란계,2016-07-19,"2동 2,487㎡",10100,X
270,80,동물복지-14-06-1-2,행복농장,전라북도김제시,산란계,2016-07-19,"3동 1,224㎡",8800,O
271,79,동물복지-13-01-1-3,천안 꼬꼬농장,충청남도천안시,산란계,2016-07-11,2동 794㎡,5200,X
272,78,동물복지-13-01-1-2,상봉농장,충청남도천안시,산란계,2016-07-11,2동 513㎡,4000,X
273,77,동물복지-11-18-1-1,굿앤굿,강원도양양군,산란계,2016-07-11,"5동 2,062㎡",11200,O
274,76,동물복지-17-19-2-1,더불어행복한농장,경상남도거창군,돼지,2016-06-30,"6동 1,153㎡",2400,X
275,75,동물복지-13-10-1-1,벽오리 농장,충청남도서천군,산란계,2016-06-30,4동 827.6㎡,4100,X
276,74,동물복지-13-15-1-1,청금농장,충청남도당진시,산란계,2018-05-25,"9동 8,000.95㎡",85400,X
277,73,동물복지-11-14-1-1,농원농장,강원도화천군,산란계,2016-06-01,4동 962.4㎡,6000,X
278,72,동물복지-10-21-2-4,유암농장,경기도용인시,돼지,2016-06-01,"6동 1,736㎡",1650,X
279,71,동물복지-14-14-3-2,해오름농장,전라북도부안군,육계,2016-05-09,"4동 5,904.8㎡",111652,X
280,70,동물복지-14-14-3-1,농업회사법인(유)다온,전라북도부안군,육계,2016-04-04,"5동 8,310.9㎡",143540,X
281,69,동물복지-14-04-3-2,세연농장,전라북도정읍시,육계,2016-04-04,"3동 4,734㎡",85000,X
282,68,동물복지-15-11-1-3,쉴만한농원,전라남도화순군,산란계,2018-09-20,"2동 2,300㎡",16000,O
283,67,동물복지-15-10-1-1,자담농장,전라남도보성군,산란계,2016-03-11,1동 637㎡,4700,X
284,66,동물복지-11-10-1-1,푸른들농장,강원도영월군,산란계,2016-02-04,"2동 2,218.5㎡",14500,O
285,65,동물복지-13-05-1-2,서산기쁨농장,충청남도서산시,산란계,2016-02-02,"7동 1,455㎡",6500,X
286,64,동물복지-15-06-1-3,서남축산,전라남도담양군,산란계,2016-01-29,"3동 1,608㎡",9500,X
287,63,동물복지-10-21-2-2,상원농장,경기도용인시,돼지,2015-12-29,"1동 1,986㎡",1800,X
288,62,동물복지-10-20-2-2,농업회사법인㈜선진한마을 제일종축,경기도이천시,돼지,2015-11-04,"8동 21,718㎡",16000,X
289,61,동물복지-10-21-2-1,신옥산 영농조합법인,경기도용인시,돼지,2015-11-04,"6동 1,974㎡",1300,X
290,60,동물복지-12-05-1-1,횃대둥우리,충청북도보은군,산란계,2015-09-08,"7동 1,734㎡",9800,X
291,59,동물복지-15-04-1-2,소망농장,전라남도나주시,산란계,2015-08-31,"2동 1,031㎡",4000,X
292,58,동물복지-11-01-1-3,푸른농장,강원도춘천시,산란계,2015-08-31,"7동 5,171㎡",33400,X
293,57,동물복지-15-17-1-1,상하새벽농장,전라남도함평군,산란계,2020-02-05,"3동 1,094.33㎡",7500,X
294,56,동물복지-14-03-1-1,참사랑농장,전라북도익산시,산란계,2015-07-30,"2동 1,738㎡",8000,X
295,55,동물복지-14-04-3-1,헵시바농원,전라북도정읍시,육계,2015-07-27,"2동 4,210.8㎡",70800,X
296,54,동물복지-10-20-2-1,성지축산,경기도이천시,돼지,2015-06-29,"5동 2,849.98㎡",2600,X
297,53,동물복지-12-10-1-1,농업회사법인(주)동일농장 이월2지점,충청북도진천군,산란계,2015-05-15,"2동 1,400㎡",12600,X
298,52,동물복지-15-07-1-1,태은농장,전라남도곡성군,산란계,2018-11-05,2동 642.6㎡,5000,X
299,51,동물복지-15-11-1-2,향상농장,전라남도화순군,산란계,2015-04-28,4동 766㎡,2640,O
300,50,동물복지-13-05-1-1,승진농장,충청남도서산시,산란계,2014-11-26,4동 998㎡,2200,X
301,49,동물복지-12-02-1-1,뜨레난농장,충청북도충주시,산란계,2014-11-04,"4동 3,544.1㎡",43058,X
302,48,동물복지-10-21-1-3,씨알유정란농장,경기도용인시,산란계,2014-10-08,"3동 1,690㎡",15006,X
303,47,동물복지-13-04-1-3,초원농원,충청남도아산시,산란계,2014-10-07,"4동 4,792.08㎡",37500,X
304,46,동물복지-13-04-1-2,푸른초원농원,충청남도아산시,산란계,2014-10-07,"8동 3,982㎡",30700,X
305,45,동물복지-14-12-1-1,성진농장,전라북도순창군,산란계,2014-09-29,"2동 1,288.4㎡",9060,X
306,44,동물복지-13-04-1-1,서유농원,충청남도아산시,산란계,2019-10-01,"5동 1,920㎡",12700,O
307,43,동물복지-14-13-1-1,남산농장,전라북도고창군,산란계,2014-09-02,"2동 1,980㎡",8000,X
308,42,동물복지-15-12-1-1,장흥팜스농장,전라남도장흥군,산란계,2014-07-29,"5동 3,690.4㎡",22500,X
309,41,동물복지-14-06-1-1,행복한농장,전라북도김제시,산란계,2013-11-18,"2동 1,514㎡",11000,X
310,40,동물복지-15-04-1-1,조은에그팜,전라남도나주시,산란계,2020-02-17,"3동 2,968㎡",17000,X
311,39,동물복지-14-05-1-3,와라농장,전라북도남원시,산란계,2019-09-27,"3동 1,040㎡",9300,X
312,38,동물복지-10-12-1-2,태성농장,경기도평택시,산란계,2014-11-07,"2동 2,240㎡",18500,X
313,37,동물복지-12-12-1-1,증평영농조합,충청북도증평군,산란계,2013-08-09,"6동 2,653.54㎡",10000,X
314,36,동물복지-16-02-1-1,명계농장,경상북도경주시,산란계,2013-08-01,2동 774.3㎡,4200,X
315,35,동물복지-17-10-1-1,유락농원,경상남도양산시,산란계,2013-05-15,1동 209㎡,1600,X
316,34,동물복지-16-14-1-1,산야초농장,경상북도영양군,산란계,2013-05-15,2동 979㎡,6000,O
317,33,동물복지-11-07-1-1,계성양계영농조합법인,강원도삼척시,산란계,2013-02-13,"4동 2,214㎡",16650,X
318,32,동물복지-14-05-1-2,강남농장,전라북도남원시,산란계,2012-12-18,"4동 3,608.29㎡",24300,X
319,31,동물복지-15-18-1-1,어울림농장,전라남도영광군,산란계,2012-12-18,"3동 1,846㎡",8000,X
320,30,동물복지-12-11-1-12,밤재농장,충청북도단양군,산란계,2012-11-01,"4동 1,868.4㎡",11000,X
321,29,동물복지-12-11-1-11,찬호농장,충청북도단양군,산란계,2013-12-19,"5동 2,271㎡",11000,X
322,28,동물복지-10-21-1-2,세례유정란농장,경기도용인시,산란계,2012-11-01,"6동 2,783.3㎡",21250,X
323,27,동물복지-10-21-1-1,해동농장,경기도용인시,산란계,2012-11-01,"4동 2,410㎡",18750,X
324,26,동물복지-15-06-1-1,(주)다란팜,전라남도담양군,산란계,2012-11-01,"5동 1,818.51㎡",7100,O
325,25,동물복지-16-21-1-1,㈜이레팜,경상북도봉화군,산란계,2012-11-01,"3동 3,600㎡",27000,X
326,24,동물복지-11-01-1-2,오탄농장,강원도춘천시,산란계,2012-09-11,1동 480㎡,4500,O
327,23,동물복지-12-08-1-1,농업회사법인(주)동일농장 이월지점,충청북도진천군,산란계,2021-09-07,"2동 1,966.8㎡",21000,X
328,22,동물복지-12-10-1-1,농업회사법인(주)동일농장 삼성지점,충청북도음성군,산란계,2018-12-03,"3동 1,663.2㎡",15070,X
329,21,동물복지-12-11-1-10,베틀농장,충청북도단양군,산란계,2012-09-11,"7동 2,065㎡",10000,X
330,20,동물복지-10-23-1-1,에덴농장,경기도여주군,산란계,2012-09-11,"9동 2,954.5㎡",20000,O
331,19,동물복지-12-11-1-9,영춘농장,충청북도단양군,산란계,2012-09-11,"5동 2,216.3㎡",10000,X
332,18,동물복지-12-11-1-8,북벽농장,충청북도단양군,산란계,2012-09-11,"3동 2,216.3㎡",10000,X
333,17,동물복지-12-11-1-7,계용축산,충청북도단양군,산란계,2012-08-17,"7동 2,444.6㎡",12000,X
334,16,동물복지-12-11-1-6,양지농장,충청북도단양군,산란계,2012-08-17,"7동 2,317.5㎡",12000,X
335,15,동물복지-12-11-1-5,강변농장,충청북도단양군,산란계,2012-08-17,"6동 1,998㎡",10000,X
336,14,동물복지-14-09-1-1,무주반딧불복지농장,전라북도무주군,산란계,2013-11-18,"4동 3,233㎡",19000,X
337,13,동물복지-14-05-1-1,알이조아,전라북도남원시,산란계,2019-10-31,"3동 2,880㎡",24000,X
338,12,동물복지-10-30-1-1,해샘찬농장,경기도안성시,산란계,2012-08-17,"2동 2,430㎡",17000,X
339,11,동물복지-15-11-1-1,다솔농장,전라남도화순군,산란계,2012-08-17,"5동 1,300㎡",6500,O
340,10,동물복지-12-10-1-1,농업회사법인(주)동일농장 본점,충청북도음성군,산란계,2012-07-11,"4동 4,521.6㎡",36000,X
341,9,동물복지-12-10-1-2,이레농장,충청북도음성군,산란계,2012-07-11,"3동 1,699㎡",8000,X
342,8,동물복지-17-16-1-1,청솔다정원,경상남도하동군,산란계,2012-07-11,"6동 2,617.9㎡",10000,O
343,7,동물복지-12-11-1-1,병두농장,충청북도단양군,산란계,2012-07-11,"5동 2,697.6㎡",16000,X
344,6,동물복지-11-09-1-1,명천농원,강원도횡성군,산란계,2012-07-11,"5동 4,000㎡",20000,O
345,5,동물복지-12-11-1-2,부유농원,충청북도단양군,산란계,2012-07-11,"2동 2,609.1㎡",10000,O
346,4,동물복지-12-11-1-3,영춘양계,충청북도단양군,산란계,2012-07-11,"8동 2,108.8㎡",15000,X
347,3,동물복지-12-11-1-4,용소농장,충청북도단양군,산란계,2012-07-11,"10동 2,077.92㎡",14000,X
348,2,동물복지-11-01-1-1,양지마을농장,강원도춘천시,산란계,2012-07-11,"7동 1,558.2㎡",10000,X
349,1,동물복지-12-03-1-2,강희농장,충청북도제천시,산란계,2012-07-11,"6동 1,502.98㎡",7500,X
